id,college_name,college_city,college_state
19149,"Aditya Institute of Management & Research Centre, Beed",Beed,Maharashtra
19150,"Mahatma Jyotiba Phule College of Computer Science, Chousala",Beed,Maharashtra
19151,"APS Sansthas Sambhaji Raje College of Library and Information Science, Beed",Beed,Maharashtra
19152,"Shivaji College of Library and Information Science, Beed",Beed,Maharashtra
19153,"Vichardhara Pratishthans Rajiv Gandhi Arts and Science College, Raimoha",Beed,Maharashtra
19154,"Pragati Shikshan Prasarak Mandals Beed Arts Commerce and Science College, Patoda",Beed,Maharashtra
19155,"Shri Guru Virupaksha Shivacharya Maharaj College, Manur",Beed,Maharashtra
19156,"Anand Charitable Trust Ashatis Arts Science & Commerce College, Amalner",Beed,Maharashtra
19157,"Rajarshi Shahu Mahila Adhyapak Mahavidyalaya, Beed",Beed,Maharashtra
19158,"Jai Bhavani Shikshan Prasarak Mandal's College of Arts, Patoda",Beed,Maharashtra
19159,"Shri Balaji Shikshan Prasarak Mandal Institute of Pharmacy, Ambajogai",Beed,Maharashtra
19160,"Anand Charitable Sansthas College of Pharmacy, Beed",Beed,Maharashtra
19161,Other,Beed,Maharashtra
19162,"Government Aided AITs Institute of Pharmacy, Malegaon",Malegaon,Maharashtra
19163,"Mahatma Gandhi Vidyamandir, Malegaon",Malegaon,Maharashtra
19164,"Mohammedia Tibbia College & Assayer Hospital, Malegaon",Malegaon,Maharashtra
19165,"Shivnagar VPM College of Pharmacy, Malegaon",Malegaon,Maharashtra
19166,"Ramrao Zanak Arts & Commerce College, Malegaon",Malegaon,Maharashtra
19167,Other,Malegaon,Maharashtra
19168,"Symbiosis Institute Of Operations Management, Nashik",Nashik,Maharashtra
19169,"Dhanwantari Homoeopathic Medical College, Nashik",Nashik,Maharashtra
19170,"Loknete Dr JD Pawar College of Pharmacy, Manur",Nashik,Maharashtra
